cancer,year,sex,race,stage,age,summary_interval,starting_count,net_relative,net_rel_cum_cis_lower,net_rel_cum_cis_upper
all cancer sites,2000-2017,all sexes,all races,early,all ages,60 mo,581867,91.3,91.2,91.5
all cancer sites,2000-2017,all sexes,all races,early,all ages,72 mo,581867,90.4,90.2,90.5
all cancer sites,2000-2017,all sexes,all races,early,all ages,84 mo,581867,89.4,89.3,89.6
all cancer sites,2000-2017,all sexes,all races,early,all ages,96 mo,581867,88.3,88.1,88.5
all cancer sites,2000-2017,all sexes,all races,early,all ages,108 mo,581867,87.2,87,87.4
all cancer sites,2000-2017,all sexes,all races,early,all ages,120 mo,581867,86,85.8,86.3
all cancer sites,2000-2017,all sexes,all races,early,<65,0 mo,294788,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,early,<65,12 mo,294788,98.3,98.3,98.4
all cancer sites,2000-2017,all sexes,all races,early,<65,24 mo,294788,97,96.9,97
all cancer sites,2000-2017,all sexes,all races,early,<65,36 mo,294788,96.1,96,96.1
all cancer sites,2000-2017,all sexes,all races,early,<65,48 mo,294788,95.4,95.3,95.5
all cancer sites,2000-2017,all sexes,all races,early,<65,60 mo,294788,94.7,94.6,94.8
all cancer sites,2000-2017,all sexes,all races,early,<65,72 mo,294788,94.2,94,94.3
all cancer sites,2000-2017,all sexes,all races,early,<65,84 mo,294788,93.7,93.5,93.8
all cancer sites,2000-2017,all sexes,all races,early,<65,96 mo,294788,93.2,93.1,93.4
all cancer sites,2000-2017,all sexes,all races,early,<65,108 mo,294788,92.9,92.7,93
all cancer sites,2000-2017,all sexes,all races,early,<65,120 mo,294788,92.5,92.3,92.7
all cancer sites,2000-2017,all sexes,all races,early,>65,0 mo,287079,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,early,>65,12 mo,287079,94.6,94.5,94.7
all cancer sites,2000-2017,all sexes,all races,early,>65,24 mo,287079,92.4,92.2,92.5
all cancer sites,2000-2017,all sexes,all races,early,>65,36 mo,287079,90.8,90.6,90.9
all cancer sites,2000-2017,all sexes,all races,early,>65,48 mo,287079,89.3,89.1,89.5
all cancer sites,2000-2017,all sexes,all races,early,>65,60 mo,287079,87.9,87.6,88.1
all cancer sites,2000-2017,all sexes,all races,early,>65,72 mo,287079,86.5,86.2,86.8
all cancer sites,2000-2017,all sexes,all races,early,>65,84 mo,287079,85.1,84.8,85.4
all cancer sites,2000-2017,all sexes,all races,early,>65,96 mo,287079,83.3,83,83.6
all cancer sites,2000-2017,all sexes,all races,early,>65,108 mo,287079,81.4,81,81.8
all cancer sites,2000-2017,all sexes,all races,early,>65,120 mo,287079,79.5,79.1,80
all cancer sites,2000-2017,all sexes,all races,late,all ages,0 mo,489694,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,late,all ages,12 mo,489694,65.1,64.9,65.2
all cancer sites,2000-2017,all sexes,all races,late,all ages,24 mo,489694,53.9,53.8,54.1
all cancer sites,2000-2017,all sexes,all races,late,all ages,36 mo,489694,48,47.9,48.2
all cancer sites,2000-2017,all sexes,all races,late,all ages,48 mo,489694,44.2,44.1,44.4
all cancer sites,2000-2017,all sexes,all races,late,all ages,60 mo,489694,41.4,41.3,41.6
all cancer sites,2000-2017,all sexes,all races,late,all ages,72 mo,489694,39.3,39.1,39.4
all cancer sites,2000-2017,all sexes,all races,late,all ages,84 mo,489694,37.5,37.3,37.7
all cancer sites,2000-2017,all sexes,all races,late,all ages,96 mo,489694,35.9,35.7,36.1
all cancer sites,2000-2017,all sexes,all races,late,all ages,108 mo,489694,34.5,34.3,34.7
all cancer sites,2000-2017,all sexes,all races,late,all ages,120 mo,489694,33.2,33,33.5
all cancer sites,2000-2017,all sexes,all races,late,<65,0 mo,220741,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,late,<65,12 mo,220741,75.1,74.9,75.3
all cancer sites,2000-2017,all sexes,all races,late,<65,24 mo,220741,64.3,64.1,64.5
all cancer sites,2000-2017,all sexes,all races,late,<65,36 mo,220741,58.5,58.3,58.7
all cancer sites,2000-2017,all sexes,all races,late,<65,48 mo,220741,54.8,54.6,55
all cancer sites,2000-2017,all sexes,all races,late,<65,60 mo,220741,52.1,51.9,52.4
all cancer sites,2000-2017,all sexes,all races,late,<65,72 mo,220741,50.1,49.9,50.3
all cancer sites,2000-2017,all sexes,all races,late,<65,84 mo,220741,48.5,48.3,48.7
all cancer sites,2000-2017,all sexes,all races,late,<65,96 mo,220741,47.1,46.9,47.4
all cancer sites,2000-2017,all sexes,all races,late,<65,108 mo,220741,46,45.7,46.2
all cancer sites,2000-2017,all sexes,all races,late,<65,120 mo,220741,44.9,44.6,45.2
all cancer sites,2000-2017,all sexes,all races,late,>65,0 mo,268953,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,late,>65,12 mo,268953,56.8,56.7,57
all cancer sites,2000-2017,all sexes,all races,late,>65,24 mo,268953,45.4,45.2,45.6
all cancer sites,2000-2017,all sexes,all races,late,>65,36 mo,268953,39.4,39.2,39.6
all cancer sites,2000-2017,all sexes,all races,late,>65,48 mo,268953,35.6,35.3,35.8
all cancer sites,2000-2017,all sexes,all races,late,>65,60 mo,268953,32.7,32.4,32.9
all cancer sites,2000-2017,all sexes,all races,late,>65,72 mo,268953,30.4,30.1,30.6
all cancer sites,2000-2017,all sexes,all races,late,>65,84 mo,268953,28.5,28.2,28.7
all cancer sites,2000-2017,all sexes,all races,late,>65,96 mo,268953,26.7,26.4,27
all cancer sites,2000-2017,all sexes,all races,late,>65,108 mo,268953,25.1,24.9,25.4
all cancer sites,2000-2017,all sexes,all races,late,>65,120 mo,268953,23.7,23.4,24
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,0 mo,74484,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,12 mo,74484,53.1,52.7,53.4
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,24 mo,74484,45.7,45.3,46.1
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,36 mo,74484,41.7,41.3,42.1
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,48 mo,74484,39.1,38.7,39.5
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,60 mo,74484,37.1,36.7,37.6
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,72 mo,74484,35.3,34.9,35.8
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,84 mo,74484,33.7,33.2,34.2
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,96 mo,74484,32.4,31.9,32.8
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,108 mo,74484,30.9,30.4,31.4
all cancer sites,2000-2017,all sexes,all races,unstaged,all ages,120 mo,74484,29.8,29.2,30.3
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,0 mo,21989,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,12 mo,21989,69.4,68.8,70
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,24 mo,21989,62.3,61.6,62.9
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,36 mo,21989,58.8,58.1,59.4
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,48 mo,21989,56.4,55.7,57
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,60 mo,21989,54.6,53.9,55.3
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,72 mo,21989,53,52.3,53.7
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,84 mo,21989,51.7,51,52.5
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,96 mo,21989,50.4,49.6,51.1
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,108 mo,21989,49.4,48.6,50.2
all cancer sites,2000-2017,all sexes,all races,unstaged,<65,120 mo,21989,48.5,47.7,49.3
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,0 mo,52495,100,NA,NA
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,12 mo,52495,46.2,45.8,46.7
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,24 mo,52495,38.8,38.3,39.2
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,36 mo,52495,34.6,34.1,35.1
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,48 mo,52495,31.9,31.5,32.4
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,60 mo,52495,29.9,29.4,30.4
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,72 mo,52495,28,27.4,28.5
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,84 mo,52495,26.2,25.7,26.8
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,96 mo,52495,24.9,24.3,25.5
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,108 mo,52495,23.3,22.7,23.9
all cancer sites,2000-2017,all sexes,all races,unstaged,>65,120 mo,52495,22.1,21.4,22.7
all cancer sites,2000-2017,male,white,invasive,all ages,0 mo,488467,100,NA,NA
all cancer sites,2000-2017,male,white,invasive,all ages,12 mo,488467,78.3,78.1,78.4
all cancer sites,2000-2017,male,white,invasive,all ages,24 mo,488467,71.6,71.4,71.7
all cancer sites,2000-2017,male,white,invasive,all ages,36 mo,488467,68.1,67.9,68.3
all cancer sites,2000-2017,male,white,invasive,all ages,48 mo,488467,65.8,65.6,65.9
all cancer sites,2000-2017,male,white,invasive,all ages,60 mo,488467,64,63.8,64.2
all cancer sites,2000-2017,male,white,invasive,all ages,72 mo,488467,62.5,62.3,62.7
all cancer sites,2000-2017,male,white,invasive,all ages,84 mo,488467,61.2,61,61.4
all cancer sites,2000-2017,male,white,invasive,all ages,96 mo,488467,59.8,59.6,60
all cancer sites,2000-2017,male,white,invasive,all ages,108 mo,488467,58.5,58.3,58.8
all cancer sites,2000-2017,male,white,invasive,all ages,120 mo,488467,57.3,57.1,57.6
all cancer sites,2000-2017,male,white,invasive,<65,0 mo,211774,100,NA,NA
all cancer sites,2000-2017,male,white,invasive,<65,12 mo,211774,83.9,83.7,84
all cancer sites,2000-2017,male,white,invasive,<65,24 mo,211774,77.4,77.2,77.6
all cancer sites,2000-2017,male,white,invasive,<65,36 mo,211774,74.1,73.9,74.2
all cancer sites,2000-2017,male,white,invasive,<65,48 mo,211774,72,71.8,72.2
all cancer sites,2000-2017,male,white,invasive,<65,60 mo,211774,70.5,70.3,70.8
all cancer sites,2000-2017,male,white,invasive,<65,72 mo,211774,69.4,69.2,69.6
all cancer sites,2000-2017,male,white,invasive,<65,84 mo,211774,68.5,68.3,68.7
all cancer sites,2000-2017,male,white,invasive,<65,96 mo,211774,67.6,67.4,67.9
all cancer sites,2000-2017,male,white,invasive,<65,108 mo,211774,66.9,66.7,67.2
all cancer sites,2000-2017,male,white,invasive,<65,120 mo,211774,66.3,66,66.6
all cancer sites,2000-2017,male,white,invasive,>65,0 mo,276693,100,NA,NA
all cancer sites,2000-2017,male,white,invasive,>65,12 mo,276693,74,73.8,74.1
all cancer sites,2000-2017,male,white,invasive,>65,24 mo,276693,67.1,66.9,67.3
all cancer sites,2000-2017,male,white,invasive,>65,36 mo,276693,63.5,63.3,63.8
all cancer sites,2000-2017,male,white,invasive,>65,48 mo,276693,61,60.8,61.2
all cancer sites,2000-2017,male,white,invasive,>65,60 mo,276693,59,58.8,59.3
all cancer sites,2000-2017,male,white,invasive,>65,72 mo,276693,57.3,57,57.6
all cancer sites,2000-2017,male,white,invasive,>65,84 mo,276693,55.6,55.3,55.9
all cancer sites,2000-2017,male,white,invasive,>65,96 mo,276693,53.9,53.6,54.2
all cancer sites,2000-2017,male,white,invasive,>65,108 mo,276693,52.2,51.8,52.5
all cancer sites,2000-2017,male,white,invasive,>65,120 mo,276693,50.6,50.2,51
all cancer sites,2000-2017,male,white,early,all ages,0 mo,255945,100,NA,NA
all cancer sites,2000-2017,male,white,early,all ages,12 mo,255945,96.2,96.1,96.3
all cancer sites,2000-2017,male,white,early,all ages,24 mo,255945,94.2,94.1,94.4
all cancer sites,2000-2017,male,white,early,all ages,36 mo,255945,92.9,92.7,93
all cancer sites,2000-2017,male,white,early,all ages,48 mo,255945,91.7,91.6,91.9
all cancer sites,2000-2017,male,white,early,all ages,60 mo,255945,90.7,90.5,90.9
all cancer sites,2000-2017,male,white,early,all ages,72 mo,255945,89.7,89.5,89.9
all cancer sites,2000-2017,male,white,early,all ages,84 mo,255945,88.7,88.4,88.9
all cancer sites,2000-2017,male,white,early,all ages,96 mo,255945,87.4,87.1,87.7
all cancer sites,2000-2017,male,white,early,all ages,108 mo,255945,86.1,85.8,86.5
all cancer sites,2000-2017,male,white,early,all ages,120 mo,255945,84.9,84.5,85.3
all cancer sites,2000-2017,male,white,early,<65,0 mo,113511,100,NA,NA
all cancer sites,2000-2017,male,white,early,<65,12 mo,113511,97.6,97.5,97.7
all cancer sites,2000-2017,male,white,early,<65,24 mo,113511,95.8,95.7,96
all cancer sites,2000-2017,male,white,early,<65,36 mo,113511,94.8,94.6,94.9
all cancer sites,2000-2017,male,white,early,<65,48 mo,113511,94,93.8,94.2
all cancer sites,2000-2017,male,white,early,<65,60 mo,113511,93.3,93.1,93.5
all cancer sites,2000-2017,male,white,early,<65,72 mo,113511,92.7,92.5,93
all cancer sites,2000-2017,male,white,early,<65,84 mo,113511,92.3,92,92.5
all cancer sites,2000-2017,male,white,early,<65,96 mo,113511,91.8,91.5,92
all cancer sites,2000-2017,male,white,early,<65,108 mo,113511,91.4,91.1,91.6
all cancer sites,2000-2017,male,white,early,<65,120 mo,113511,91.1,90.8,91.4
all cancer sites,2000-2017,male,white,early,>65,0 mo,142434,100,NA,NA
all cancer sites,2000-2017,male,white,early,>65,12 mo,142434,95.1,94.9,95.2
all cancer sites,2000-2017,male,white,early,>65,24 mo,142434,92.9,92.7,93.1
all cancer sites,2000-2017,male,white,early,>65,36 mo,142434,91.4,91.1,91.6
all cancer sites,2000-2017,male,white,early,>65,48 mo,142434,89.9,89.6,90.2
all cancer sites,2000-2017,male,white,early,>65,60 mo,142434,88.6,88.2,88.9
all cancer sites,2000-2017,male,white,early,>65,72 mo,142434,87.3,86.9,87.7
all cancer sites,2000-2017,male,white,early,>65,84 mo,142434,85.8,85.3,86.2
all cancer sites,2000-2017,male,white,early,>65,96 mo,142434,84,83.5,84.5
all cancer sites,2000-2017,male,white,early,>65,108 mo,142434,82,81.5,82.6
all cancer sites,2000-2017,male,white,early,>65,120 mo,142434,80.1,79.5,80.7
all cancer sites,2000-2017,male,white,late,all ages,0 mo,214434,100,NA,NA
all cancer sites,2000-2017,male,white,late,all ages,12 mo,214434,61.9,61.7,62.1
all cancer sites,2000-2017,male,white,late,all ages,24 mo,214434,50.1,49.9,50.3
all cancer sites,2000-2017,male,white,late,all ages,36 mo,214434,44.2,44,44.4
all cancer sites,2000-2017,male,white,late,all ages,48 mo,214434,40.5,40.3,40.8
all cancer sites,2000-2017,male,white,late,all ages,60 mo,214434,37.9,37.7,38.2
all cancer sites,2000-2017,male,white,late,all ages,72 mo,214434,35.9,35.6,36.1
all cancer sites,2000-2017,male,white,late,all ages,84 mo,214434,34.2,33.9,34.4
all cancer sites,2000-2017,male,white,late,all ages,96 mo,214434,32.7,32.4,33
all cancer sites,2000-2017,male,white,late,all ages,108 mo,214434,31.4,31.1,31.7
all cancer sites,2000-2017,male,white,late,all ages,120 mo,214434,30.2,29.9,30.5
all cancer sites,2000-2017,male,white,late,<65,0 mo,95347,100,NA,NA
all cancer sites,2000-2017,male,white,late,<65,12 mo,95347,70.6,70.4,70.9
all cancer sites,2000-2017,male,white,late,<65,24 mo,95347,59.2,58.8,59.5
all cancer sites,2000-2017,male,white,late,<65,36 mo,95347,53.3,52.9,53.6
all cancer sites,2000-2017,male,white,late,<65,48 mo,95347,49.9,49.5,50.2
all cancer sites,2000-2017,male,white,late,<65,60 mo,95347,47.4,47.1,47.8
all cancer sites,2000-2017,male,white,late,<65,72 mo,95347,45.7,45.3,46
all cancer sites,2000-2017,male,white,late,<65,84 mo,95347,44.2,43.9,44.6
all cancer sites,2000-2017,male,white,late,<65,96 mo,95347,43,42.6,43.4
all cancer sites,2000-2017,male,white,late,<65,108 mo,95347,41.9,41.5,42.3
all cancer sites,2000-2017,male,white,late,<65,120 mo,95347,40.8,40.4,41.2
all cancer sites,2000-2017,male,white,late,>65,0 mo,119087,100,NA,NA
all cancer sites,2000-2017,male,white,late,>65,12 mo,119087,54.8,54.5,55.1
all cancer sites,2000-2017,male,white,late,>65,24 mo,119087,42.8,42.5,43.1
all cancer sites,2000-2017,male,white,late,>65,36 mo,119087,36.9,36.6,37.2
all cancer sites,2000-2017,male,white,late,>65,48 mo,119087,33.1,32.7,33.4
all cancer sites,2000-2017,male,white,late,>65,60 mo,119087,30.3,29.9,30.6
all cancer sites,2000-2017,male,white,late,>65,72 mo,119087,28,27.7,28.4
all cancer sites,2000-2017,male,white,late,>65,84 mo,119087,26.1,25.7,26.5
all cancer sites,2000-2017,male,white,late,>65,96 mo,119087,24.4,24,24.8
all cancer sites,2000-2017,male,white,late,>65,108 mo,119087,23,22.6,23.4
all cancer sites,2000-2017,male,white,late,>65,120 mo,119087,21.7,21.2,22.1
all cancer sites,2000-2017,male,white,unstaged,all ages,0 mo,35594,100,NA,NA
all cancer sites,2000-2017,male,white,unstaged,all ages,12 mo,35594,58.4,57.9,59
all cancer sites,2000-2017,male,white,unstaged,all ages,24 mo,35594,51.8,51.2,52.4
all cancer sites,2000-2017,male,white,unstaged,all ages,36 mo,35594,48.2,47.6,48.8
all cancer sites,2000-2017,male,white,unstaged,all ages,48 mo,35594,45.7,45.1,46.4
all cancer sites,2000-2017,male,white,unstaged,all ages,60 mo,35594,43.8,43.2,44.5
all cancer sites,2000-2017,male,white,unstaged,all ages,72 mo,35594,41.8,41.2,42.5
all cancer sites,2000-2017,male,white,unstaged,all ages,84 mo,35594,40.1,39.4,40.8
all cancer sites,2000-2017,male,white,unstaged,all ages,96 mo,35594,38.5,37.8,39.3
all cancer sites,2000-2017,male,white,unstaged,all ages,108 mo,35594,36.8,36,37.6
all cancer sites,2000-2017,male,white,unstaged,all ages,120 mo,35594,35.5,34.6,36.3
all cancer sites,2000-2017,male,white,unstaged,<65,0 mo,10907,100,NA,NA
all cancer sites,2000-2017,male,white,unstaged,<65,12 mo,10907,67.9,67,68.7
all cancer sites,2000-2017,male,white,unstaged,<65,24 mo,10907,60.9,59.9,61.8
all cancer sites,2000-2017,male,white,unstaged,<65,36 mo,10907,57.8,56.8,58.7
all cancer sites,2000-2017,male,white,unstaged,<65,48 mo,10907,55.3,54.3,56.3
all cancer sites,2000-2017,male,white,unstaged,<65,60 mo,10907,53.9,52.9,54.9
all cancer sites,2000-2017,male,white,unstaged,<65,72 mo,10907,52.5,51.5,53.5
all cancer sites,2000-2017,male,white,unstaged,<65,84 mo,10907,51.3,50.3,52.4
all cancer sites,2000-2017,male,white,unstaged,<65,96 mo,10907,50.2,49.1,51.2
all cancer sites,2000-2017,male,white,unstaged,<65,108 mo,10907,49.2,48.1,50.3
all cancer sites,2000-2017,male,white,unstaged,<65,120 mo,10907,48.4,47.3,49.5
all cancer sites,2000-2017,male,white,unstaged,>65,0 mo,24687,100,NA,NA
all cancer sites,2000-2017,male,white,unstaged,>65,12 mo,24687,54.2,53.6,54.9
all cancer sites,2000-2017,male,white,unstaged,>65,24 mo,24687,47.8,47.1,48.5
all cancer sites,2000-2017,male,white,unstaged,>65,36 mo,24687,43.9,43.2,44.7
all cancer sites,2000-2017,male,white,unstaged,>65,48 mo,24687,41.5,40.7,42.3
all cancer sites,2000-2017,male,white,unstaged,>65,60 mo,24687,39.4,38.6,40.2
all cancer sites,2000-2017,male,white,unstaged,>65,72 mo,24687,37.2,36.3,38.1
all cancer sites,2000-2017,male,white,unstaged,>65,84 mo,24687,35.2,34.3,36.1
all cancer sites,2000-2017,male,white,unstaged,>65,96 mo,24687,33.5,32.6,34.5
all cancer sites,2000-2017,male,white,unstaged,>65,108 mo,24687,31.5,30.5,32.5
all cancer sites,2000-2017,male,white,unstaged,>65,120 mo,24687,30,28.9,31
all cancer sites,2000-2017,male,black,invasive,all ages,0 mo,47852,100,NA,NA
all cancer sites,2000-2017,male,black,invasive,all ages,12 mo,47852,76.8,76.4,77.2
all cancer sites,2000-2017,male,black,invasive,all ages,24 mo,47852,69.8,69.3,70.2
all cancer sites,2000-2017,male,black,invasive,all ages,36 mo,47852,66.3,65.8,66.8
all cancer sites,2000-2017,male,black,invasive,all ages,48 mo,47852,64.1,63.6,64.6
all cancer sites,2000-2017,male,black,invasive,all ages,60 mo,47852,62.4,61.9,63
all cancer sites,2000-2017,male,black,invasive,all ages,72 mo,47852,61.1,60.5,61.7
all cancer sites,2000-2017,male,black,invasive,all ages,84 mo,47852,60.1,59.4,60.7
all cancer sites,2000-2017,male,black,invasive,all ages,96 mo,47852,59,58.3,59.7
all cancer sites,2000-2017,male,black,invasive,all ages,108 mo,47852,58,57.2,58.7
all cancer sites,2000-2017,male,black,invasive,all ages,120 mo,47852,57,56.2,57.7
